export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_23 /tmp/lang_23_Ranking;cd /tmp/lang_23_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_23_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_23_Ranking;

/************************/
Executed tests:   1825
Successful tests: 1824
Failed tests:     1

org.apache.commons.lang3.text.ExtendedMessageFormatTest#testEqualsHashcode
junit.framework.AssertionFailedError: registry, hashcode()
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertFalse(Assert.java:39)
	at junit.framework.TestCase.assertFalse(TestCase.java:210)
	at org.apache.commons.lang3.text.ExtendedMessageFormatTest.testEqualsHashcode(ExtendedMessageFormatTest.java:301)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang3.text.ExtendedMessageFormat:151 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:152 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:153 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:155 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:156 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:157 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:158 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:159 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:164 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:165 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:166 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:167 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:168 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:169 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:170 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:171 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:172 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:173 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:175 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:176 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:180 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
org.apache.commons.lang3.text.ExtendedMessageFormat:181 -> 0.4472135954999579 (ep: 4, ef: 1, np: 1820, nf: 0)
